WHICH	12682837012	0,039911047808586037
THEIR	7438705417	0,023408526597871803
THERE	6296772311	0,019815028806750526
OTHER	6037223049	0,018998264939599663
WOULD	5940486887	0,018693850274115267
THESE	5095251983	0,016034018674047263
ABOUT	4085298327	0,012855841061977178
FIRST	3635353875	0,01143993115806616
UNDER	3438164608	0,01081940514680143
STATE	3391646465	0,0106730193005209
AFTER	3188253420	0,010032970900052748
COULD	3152199643	0,009919514895204177
WHERE	2804942601	0,008826747370712854
SHALL	2764696423	0,008700098488230876
THOSE	2717093190	0,008550298021165924
BEING	2605250521	0,008198345370093027
YEARS	2582208704	0,008125836115340832
THREE	2037221392	0,006410840121642824
GREAT	1983186979	0,006240801664276273
WATER	1882457848	0,005923821704725065
WHILE	1831447389	0,005763299191823524
ORDER	1816771334	0,005717115776220828
COURT	1777150775	0,0055924356259551
RIGHT	1729491168	0,005442457758091964
FOUND	1704459203	0,005363685796352442
WORLD	1669533244	0,005253778871104501
GIVEN	1595614009	0,005021165764173634
HOUSE	1555340220	0,0048944299938809875
POWER	1553458998	0,004888510061210598
PLACE	1546557302	0,004866791425328445
EVERY	1517310048	0,004774754560740544
SINCE	1472741223	0,004634502935361736
MIGHT	1452288292	0,004570140529206523
SMALL	1441380955	0,004535816722312255
LARGE	1441192158	0,004535222605547529
STILL	1403651199	0,004417086654733722
POINT	1328353076	0,004180134387342257
TOTAL	1317548571	0,004146134177831159
THINK	1260332805	0,00396608446418505
NEVER	1208483679	0,0038029227879243315
VALUE	1173785606	0,003693732986852337
ABOVE	1159664511	0,0036492959498454483
STUDY	1137639555	0,003579986609114641
MEANS	1133752969	0,003567756086912754
GROUP	1129916314	0,003555682690322924
AGAIN	1129152395	0,0035532787480738797
AMONG	1104904864	0,003476975286311694
TABLE	1104601064	0,0034760192717927995
BOARD	1103488583	0,0034725184555057863
UNTIL	1100700185	0,0034637437715938136
TAKEN	1099507258	0,0034599898034174425
CASES	1067719781	0,003359959225632601
LOCAL	999311400	0,0031446879766198043
OFTEN	982599288	0,003092097385068138
WHOLE	980224553	0,0030846244385950385
WOMEN	953065247	0,002999158043403772
BASED	945248008	0,0029745583265450796
SOUTH	941796153	0,0029636958397211174
KNOWN	926473722	0,0029154783726349953
HUMAN	912586642	0,0028717777468777418
LEVEL	906082791	0,0028513110714836385
TIMES	902975785	0,0028415337744253986
EARLY	898237197	0,002826622125554231
LIGHT	893401624	0,002811405278960499
LEAST	866524642	0,0027268273164322756
NORTH	861637824	0,002711449209259147
LATER	858016893	0,0027000546647959595
USING	857116096	0,0026972199873417893
WHITE	848797130	0,002671041408414231
GOING	847035511	0,0026654978490305544
FIELD	845144167	0,0026595460638948578
TRADE	816657844	0,0025699037387535576
YOUNG	810469436	0,0025504297167099604
MONEY	810071004	0,0025491759090180833
